product,console,variant,type,source,market_price,old_price,new_price,diff,profit,status,notes
NCAA Final Four 2001 - PS2 Game,Playstation 2,complete (cib),cib,pc,7.01,7.99,9.99,2.00,2.39,APPLIED,
NCAA Final Four 2002 - PS2 Game,Playstation 2,game only,loose,pc,3.54,5.78,4.99,-0.79,1.01,APPLIED,
NCAA Final Four 2002 - PS2 Game,Playstation 2,complete (cib),cib,pc,7.08,9.99,9.99,0.00,2.32,NO_CHANGE,
NCAA Final Four 2003 - PS2 Game,Playstation 2,game only,loose,pc,6.99,6.52,9.99,3.47,2.41,APPLIED,
NCAA Final Four 2003 - PS2 Game,Playstation 2,complete (cib),cib,pc,7.57,10.99,10.99,0.00,2.80,NO_CHANGE,
NCAA Final Four 2004 - PS2 Game,Playstation 2,game only,loose,pc,4.89,8.36,6.99,-1.37,1.60,APPLIED,
NCAA Final Four 2004 - PS2 Game,Playstation 2,complete (cib),cib,pc,8.14,14.99,10.99,-4.00,2.23,APPLIED,
NCAA Final Four 99 - PS1 Game,Playstation,game only,loose,ebay(39),7.31,6.59,9.99,3.40,2.09,APPLIED,
NCAA Final Four 99 - PS1 Game,Playstation,complete (cib),cib,ebay(5),5.51,10.99,7.99,-3.00,1.95,APPLIED,
NCAA Final Four Basketball - Sega Genesis Game,Sega Genesis,game only,loose,ebay(23),8.27,14.20,11.99,-2.21,3.07,APPLIED,
NCAA Final Four Basketball - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(4),17.25,24.99,23.99,-1.00,5.74,APPLIED,
NCAA Football - Sega Genesis Game,Sega Genesis,game only,loose,ebay(46),6.54,7.25,8.99,1.74,1.89,APPLIED,
NCAA Football - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(11),9.19,12.99,12.99,0.00,3.12,NO_CHANGE,
NCAA Football 08 - PS2 Game,Playstation 2,game only,loose,ebay(54),5.49,10.45,7.99,-2.46,1.97,APPLIED,
NCAA Football 08 - PS2 Game,Playstation 2,complete (cib),cib,ebay(5),4.60,17.99,6.99,-11.00,1.89,APPLIED,
NCAA Football 09 - PS2 Game,Playstation 2,game only,loose,ebay(60),8.28,14.80,11.99,-2.81,3.06,APPLIED,
NCAA Football 09 - PS2 Game,Playstation 2,complete (cib),cib,ebay(7),6.90,25.99,9.99,-16.00,2.50,APPLIED,
NCAA Football 11 - PS2 Game,Playstation 2,game only,loose,ebay(49),27.59,74.99,37.99,-37.00,9.00,APPLIED,
NCAA Football 11 - PS2 Game,Playstation 2,complete (cib),cib,ebay(9),34.95,133.99,47.99,-86.00,11.35,APPLIED,
NCAA Football 2002 - PS2 Game,Playstation 2,game only,loose,ebay(53),5.05,8.15,6.99,-1.16,1.44,APPLIED,
NCAA Football 2002 - PS2 Game,Playstation 2,complete (cib),cib,ebay(4),5.79,13.99,7.99,-6.00,1.67,APPLIED,
NCAA Football 2003 - Gamecube Game,Gamecube,game only,loose,ebay(44),6.79,7.36,9.99,2.63,2.61,APPLIED,
NCAA Football 2003 - Gamecube Game,Gamecube,complete (cib),cib,ebay(11),9.19,12.99,12.99,0.00,3.12,NO_CHANGE,
NCAA Football 2004 - Gamecube Game,Gamecube,game only,loose,ebay(57),9.20,9.27,12.99,3.72,3.11,APPLIED,
NCAA Football 2004 - Gamecube Game,Gamecube,complete (cib),cib,ebay(18),12.19,15.99,16.99,1.00,4.01,APPLIED,
NCAA Football 2004 - Xbox Game,Xbox,game only,loose,ebay(45),4.48,8.73,6.99,-1.74,2.01,APPLIED,
NCAA Football 2004 - Xbox Game,Xbox,complete (cib),cib,ebay(8),4.12,14.99,5.99,-9.00,1.40,APPLIED,
NCAA Football 2005 - Gamecube Game,Gamecube,game only,loose,ebay(56),12.65,20.52,17.99,-2.53,4.52,APPLIED,
NCAA Football 2005 - Gamecube Game,Gamecube,complete (cib),cib,ebay(14),13.79,35.99,18.99,-17.00,4.35,APPLIED,
NCAA Football 2005 - PS2 Game,Playstation 2,game only,loose,ebay(67),4.59,8.13,6.99,-1.14,1.90,APPLIED,
NCAA Football 2005 - PS2 Game,Playstation 2,complete (cib),cib,ebay(11),5.51,13.99,7.99,-6.00,1.95,APPLIED,
NCAA Football 2006 - PS2 Game,Playstation 2,game only,loose,ebay(48),6.44,13.51,8.99,-4.52,1.99,APPLIED,
NCAA Football 2006 - PS2 Game,Playstation 2,complete (cib),cib,ebay(7),8.23,23.99,11.99,-12.00,3.11,APPLIED,
NCAA Football 2007 - PS2 Game,Playstation 2,game only,loose,ebay(21),5.51,10.37,7.99,-2.38,1.95,APPLIED,
NCAA Football 2007 - PS2 Game,Playstation 2,complete (cib),cib,ebay(5),4.60,17.99,6.99,-11.00,1.89,APPLIED,
NCAA Football 2007 - Xbox Game,Xbox,game only,loose,pc,5.11,6.99,6.99,0.00,1.38,NO_CHANGE,
NCAA Football 2007 - Xbox Game,Xbox,complete (cib),cib,pc,6.74,9.99,9.99,0.00,2.66,NO_CHANGE,
NCAA GameBreaker '98 - PS1 Game,Playstation,game only,loose,ebay(21),7.31,7.62,9.99,2.37,2.09,APPLIED,
NCAA GameBreaker 2000 - PS1 Game,Playstation,game only,loose,ebay(42),7.36,8.97,9.99,1.02,2.04,APPLIED,
NCAA GameBreaker 2000 - PS1 Game,Playstation,complete (cib),cib,ebay(10),9.01,15.99,12.99,-3.00,3.30,APPLIED,
NCAA GameBreaker 2001 - PS1 Game,Playstation,game only,loose,pc,5.98,9.31,8.99,-0.32,2.45,NO_CHANGE,
NCAA GameBreaker 2001 - PS1 Game,Playstation,complete (cib),cib,pc,8.17,11.99,11.99,0.00,3.17,NO_CHANGE,
NCAA Gamebreaker 99 - PS1 Game,Playstation,game only,loose,ebay(34),7.52,7.79,10.99,3.20,2.85,APPLIED,
NCAA Gamebreaker 99 - PS1 Game,Playstation,complete (cib),cib,ebay(5),7.31,13.99,9.99,-4.00,2.09,APPLIED,
NCAA March Madness 2000 - PS1 Game,Playstation,game only,loose,pc,4.51,8.82,6.99,-1.83,1.98,APPLIED,
NCAA March Madness 2000 - PS1 Game,Playstation,complete (cib),cib,pc,8.49,14.99,11.99,-3.00,2.85,APPLIED,
NCAA March Madness 98 - PS1 Game,Playstation,game only,loose,pc,4.51,7.64,6.99,-0.65,1.98,APPLIED,
NCAA March Madness 98 - PS1 Game,Playstation,complete (cib),cib,pc,8.49,12.99,11.99,-1.00,2.85,APPLIED,
Need for Speed Hot Pursuit 2 - PS2 Game,Playstation 2,game only,loose,pc,9.30,12.99,12.99,0.00,3.01,NO_CHANGE,
Need for Speed Hot Pursuit 2 - PS2 Game,Playstation 2,complete (cib),cib,pc,11.99,16.99,16.99,0.00,4.21,NO_CHANGE,
Need for Speed Underground - GBA Game,Gameboy Advance,game only,loose,pc,11.13,15.99,15.99,0.00,4.10,NO_CHANGE,
Need for Speed Underground - GBA Game,Gameboy Advance,complete (cib),cib,pc,37.62,50.99,50.99,0.00,11.59,NO_CHANGE,
Need for Speed Underground Rivals - PSP Game,PSP,game only,loose,pc,14.27,19.99,19.99,0.00,4.84,NO_CHANGE,
Need for Speed Underground Rivals - PSP Game,PSP,complete (cib),cib,pc,15.27,20.99,20.99,0.00,4.81,NO_CHANGE,
Neverland Card Battles - PSP Game,PSP,game only,loose,ebay(23),9.20,9.46,12.99,3.53,3.11,APPLIED,
Neverland Card Battles - PSP Game,PSP,complete (cib),cib,ebay(12),13.80,16.99,18.99,2.00,4.34,APPLIED,
NFL Blitz 2000 - Gameboy Color Game,Gameboy Color,game only,loose,ebay(53),9.20,8.16,12.99,4.83,3.11,APPLIED,
NFL Blitz 2001 - PS1 Game,Playstation,game only,loose,ebay(49),11.03,16.38,14.99,-1.39,3.23,APPLIED,
NFL Blitz 2001 - PS1 Game,Playstation,complete (cib),cib,ebay(16),17.47,28.99,23.99,-5.00,5.52,APPLIED,
NFL Blitz 2002 - Xbox Game,Xbox,game only,loose,ebay(27),10.60,13.83,14.99,1.16,3.66,APPLIED,
NFL Blitz 2002 - Xbox Game,Xbox,complete (cib),cib,ebay(13),14.67,23.99,19.99,-4.00,4.44,APPLIED,
NFL Blitz 2003 - Gamecube Game,Gamecube,game only,loose,ebay(50),13.78,20.71,18.99,-1.72,4.36,APPLIED,
NFL Blitz 2003 - Gamecube Game,Gamecube,complete (cib),cib,ebay(12),21.62,36.99,29.99,-7.00,7.20,APPLIED,
NFL Blitz Pro - Gamecube Game,Gamecube,game only,loose,ebay(17),22.08,42.00,29.99,-12.01,6.74,APPLIED,
NFL Blitz Pro - Gamecube Game,Gamecube,complete (cib),cib,ebay(5),41.28,74.99,55.99,-19.00,12.79,APPLIED,
NFL Blitz Pro - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
NFL Football - NES Game,NES,game only,loose,ebay(68),7.34,8.12,9.99,1.87,2.06,APPLIED,
NFL Football '94 Starring Joe Montana - Sega Genesis Game,Sega Genesis,game only,loose,pc,5.36,4.54,7.99,3.45,2.10,APPLIED,
NFL Football '94 Starring Joe Montana - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,6.79,7.99,9.99,2.00,2.61,APPLIED,
NFL Full Contact - PS1 Game,Playstation,game only,loose,ebay(5),11.95,8.91,16.99,8.08,4.25,APPLIED,
NFL GameDay 2000 - PS1 Game,Playstation,game only,loose,ebay(63),4.60,5.91,6.99,1.08,1.89,APPLIED,
NFL Gameday 2004 - PS2 Game,Playstation 2,game only,loose,ebay(66),6.94,8.57,9.99,1.42,2.46,APPLIED,
NFL Gameday 2004 - PS2 Game,Playstation 2,complete (cib),cib,ebay(8),6.97,14.99,9.99,-5.00,2.43,APPLIED,
NFL Head Coach - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
NFL Head Coach - Xbox Game,Xbox,game only,loose,pc,4.00,6.13,5.99,-0.14,1.52,NO_CHANGE,
NFL Head Coach - Xbox Game,Xbox,complete (cib),cib,pc,5.65,7.99,7.99,0.00,1.81,NO_CHANGE,
NFL Street - Xbox Game,Xbox,game only,loose,pc,10.51,14.99,14.99,0.00,3.75,NO_CHANGE,
NFL Street - Xbox Game,Xbox,complete (cib),cib,pc,15.98,21.99,21.99,0.00,5.07,NO_CHANGE,
NFL Xtreme 2 - PS1 Game,Playstation,game only,loose,ebay(72),6.64,8.42,8.99,0.57,1.79,APPLIED,
NFL Xtreme 2 - PS1 Game,Playstation,complete (cib),cib,ebay(9),10.16,14.99,13.99,-1.00,3.12,APPLIED,
NHL 06 - PS2 Game,Playstation 2,game only,loose,pc,4.32,5.64,5.99,0.35,1.20,NO_CHANGE,
NHL 06 - PS2 Game,Playstation 2,complete (cib),cib,pc,6.33,8.99,8.99,0.00,2.10,NO_CHANGE,
NHL 2002 - GBA Game,Gameboy Advance,game only,loose,ebay(12),49.68,36.93,67.99,31.06,16.04,APPLIED,
NHL 2002 - GBA Game,Gameboy Advance,complete (cib),cib,ebay(4),68.37,65.99,92.99,27.00,21.62,APPLIED,
NHL 2004 - PS2 Game,Playstation 2,game only,loose,pc,4.99,6.63,6.99,0.36,1.50,NO_CHANGE,
NHL 2004 - PS2 Game,Playstation 2,complete (cib),cib,pc,6.00,8.99,8.99,0.00,2.43,NO_CHANGE,
NHL 2004 - Xbox Game,Xbox,game only,loose,pc,3.19,5.25,4.99,-0.26,1.36,NO_CHANGE,
NHL 2004 - Xbox Game,Xbox,complete (cib),cib,pc,5.85,7.99,7.99,0.00,1.61,NO_CHANGE,
NHL 2K - Sega Dreamcast Game,Sega Dreamcast,game only,loose,pc,5.32,8.34,7.99,-0.35,2.14,NO_CHANGE,
NHL 2K - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,pc,7.78,10.99,10.99,0.00,2.59,NO_CHANGE,
NHL 2K10 - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
NHL 94 - SNES Game,SNES,game only,loose,ebay(6),11.50,15.44,15.99,0.55,3.73,APPLIED,
NHL 95 - Sega Genesis Game,Sega Genesis,game only,loose,pc,5.88,7.89,7.99,0.10,1.58,NO_CHANGE,
NHL 95 - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,12.48,16.99,16.99,0.00,3.72,NO_CHANGE,
NHL 96 - Sega Genesis Game,Sega Genesis,game only,loose,ebay(75),8.28,5.95,11.99,6.04,3.06,APPLIED,
NHL 96 - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(6),10.29,9.99,13.99,4.00,2.99,APPLIED,
NHL 97 - Sega Genesis Game,Sega Genesis,game only,loose,ebay(50),10.12,9.47,13.99,4.52,3.16,APPLIED,
NHL 97 - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(17),13.97,16.99,18.99,2.00,4.17,APPLIED,
NHL FaceOff 2001 - PS2 Game,Playstation 2,game only,loose,ebay(66),5.63,7.51,7.99,0.48,1.83,NO_CHANGE,
NHL FaceOff 2001 - PS2 Game,Playstation 2,complete (cib),cib,ebay(8),7.33,12.99,9.99,-3.00,2.07,APPLIED,
NHL Hitz 2002 - Gamecube Game,Gamecube,game only,loose,pc,9.96,13.99,13.99,0.00,3.32,NO_CHANGE,
NHL Hitz 2002 - Gamecube Game,Gamecube,complete (cib),cib,pc,14.99,20.99,20.99,0.00,5.09,NO_CHANGE,
NHL Hitz Pro - Gamecube Game,Gamecube,game only,loose,ebay(11),19.31,28.66,26.99,-1.67,6.60,APPLIED,
NHL Open Ice 2 on 2 Challenge - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
NHL Powerplay 96 - PS1 Game,Playstation,game only,loose,ebay(36),9.19,9.12,12.99,3.87,3.12,APPLIED,
NHL Powerplay 96 - PS1 Game,Playstation,complete (cib),cib,ebay(9),9.19,15.99,12.99,-3.00,3.12,APPLIED,
NHL Stanley Cup - SNES Game,SNES,game only,loose,ebay(83),6.43,5.86,8.99,3.13,2.00,APPLIED,
"Ni Hao, Kai-lan: Super Game Day - PS2 Game",Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Nicktoons Racing - Gameboy Color Game,Gameboy Color,game only,loose,ebay(21),9.20,8.18,12.99,4.81,3.11,APPLIED,
Nicktoons Unite - Gamecube Game,Gamecube,game only,loose,ebay(53),14.72,20.46,19.99,-0.47,4.39,NO_CHANGE,
Nicktoons Unite - Gamecube Game,Gamecube,complete (cib),cib,ebay(15),19.14,35.99,25.99,-10.00,5.80,APPLIED,
Nigel Mansell's World Championship Racing - Sega Genesis Game,Sega Genesis,game only,loose,ebay(24),8.28,6.82,11.99,5.17,3.06,APPLIED,
Nigel Mansell's World Championship Racing - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(5),12.87,11.99,17.99,6.00,4.30,APPLIED,
Nightmare Creatures - Nintendo 64 Game,Nintendo 64,game only,loose,ebay(6),13.77,30.80,18.99,-11.81,4.37,APPLIED,
Nightshade - NES Game,NES,game only,loose,ebay(35),32.84,47.89,44.99,-2.90,10.55,APPLIED,
Nightshade - NES Game,NES,complete (cib),cib,ebay(12),79.57,85.99,107.99,22.00,24.99,APPLIED,
Ninja Crusaders - NES Game,NES,game only,loose,ebay(23),45.99,58.73,62.99,4.26,14.87,APPLIED,
Ninja Gaiden II The Dark Sword of Chaos - NES Game,NES,game only,loose,ebay(82),18.40,21.20,24.99,3.79,5.57,APPLIED,
Ninja Gaiden II The Dark Sword of Chaos - NES Game,NES,complete (cib),cib,ebay(4),160.99,37.99,217.99,180.00,50.38,APPLIED,
Ninja Gaiden III Ancient Ship of Doom - NES Game,NES,game only,loose,ebay(28),101.19,144.64,136.99,-7.65,31.53,APPLIED,
No Rules Get Phat - GBA Game,Gameboy Advance,game only,loose,pc,5.40,8.40,7.99,-0.41,2.06,NO_CHANGE,
No Rules Get Phat - GBA Game,Gameboy Advance,complete (cib),cib,pc,22.49,30.99,30.99,0.00,7.30,NO_CHANGE,
Normy's Beach Babe-O-Rama - Sega Genesis Game,Sega Genesis,game only,loose,ebay(18),41.40,68.28,55.99,-12.29,12.67,APPLIED,
Novastorm - PS1 Game,Playstation,game only,loose,pc,10.50,14.99,14.99,0.00,3.76,NO_CHANGE,
Novastorm - PS1 Game,Playstation,complete (cib),cib,pc,29.99,40.99,40.99,0.00,9.51,NO_CHANGE,
NRA Gun Club - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
NSYNC Get to the Show - Gameboy Color Game,Gameboy Color,game only,loose,ebay(70),6.43,4.35,8.99,4.64,2.00,APPLIED,
Obscure The Aftermath - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Oddworld Stranger's Wrath - Xbox Game,Xbox,game only,loose,pc,8.89,11.99,12.99,1.00,3.42,APPLIED,
Oddworld Stranger's Wrath - Xbox Game,Xbox,complete (cib),cib,pc,10.00,13.99,13.99,0.00,3.28,NO_CHANGE,
Omikron The Nomad Soul - Sega Dreamcast Game,Sega Dreamcast,game only,loose,ebay(21),41.40,50.42,55.99,5.57,12.67,APPLIED,
Omikron The Nomad Soul - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,ebay(5),50.60,89.99,68.99,-21.00,16.09,APPLIED,
One - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
One Piece Grand Adventure - Gamecube Game,Gamecube,game only,loose,pc,46.75,51.52,63.99,12.47,15.08,APPLIED,
One Piece Grand Adventure - Gamecube Game,Gamecube,complete (cib),cib,pc,89.99,91.99,121.99,30.00,28.16,APPLIED,
Onimusha 2 - PS2 Game,Playstation 2,game only,loose,pc,10.53,14.99,14.99,0.00,3.73,NO_CHANGE,
Onimusha 2 - PS2 Game,Playstation 2,complete (cib),cib,pc,14.37,19.99,19.99,0.00,4.74,NO_CHANGE,
Onimusha Tactics - GBA Game,Gameboy Advance,game only,loose,pc,41.00,55.99,55.99,0.00,13.07,NO_CHANGE,
Onimusha Tactics - GBA Game,Gameboy Advance,complete (cib),cib,pc,119.99,161.99,161.99,0.00,37.00,NO_CHANGE,
Ooga Booga - Sega Dreamcast Game,Sega Dreamcast,game only,loose,ebay(15),24.83,27.98,33.99,6.01,7.87,APPLIED,
Ooga Booga - Sega Dreamcast Game,Sega Dreamcast,complete (cib),cib,ebay(7),46.00,49.99,62.99,13.00,14.86,APPLIED,
ORB 3D - NES Game,NES,game only,loose,ebay(72),9.19,11.37,12.99,1.62,3.12,APPLIED,
ORB 3D - NES Game,NES,complete (cib),cib,ebay(8),67.06,19.99,90.99,71.00,20.99,APPLIED,
Oriental Blue [Homebrew] - GBA Game,Gameboy Advance,,,,,,,,,NO_MATCH,PC and eBay both failed
Othello - NES Game,NES,game only,loose,ebay(61),7.36,7.60,9.99,2.39,2.04,APPLIED,
Out of Gas - Gameboy Game,Gameboy,game only,loose,ebay(7),32.19,33.19,43.99,10.80,10.22,APPLIED,
Out of This World - SNES Game,SNES,game only,loose,ebay(61),18.39,23.30,24.99,1.69,5.58,APPLIED,
Out of This World - SNES Game,SNES,complete (cib),cib,ebay(10),58.88,40.99,79.99,39.00,18.49,APPLIED,
Outlaw Golf: 9 More Holes of X-Mas - Xbox Game,Xbox,game only,loose,pc,6.95,7.86,9.99,2.13,2.45,APPLIED,
Outlaw Golf: 9 More Holes of X-Mas - Xbox Game,Xbox,complete (cib),cib,pc,7.85,13.99,10.99,-3.00,2.52,APPLIED,
Outlaw Golf: Holiday Golf - Xbox Game,Xbox,game only,loose,pc,8.75,8.51,11.99,3.48,2.59,APPLIED,
Outlaw Golf: Holiday Golf - Xbox Game,Xbox,complete (cib),cib,pc,9.75,14.99,13.99,-1.00,3.53,APPLIED,
Outlaw Tennis - Xbox Game,Xbox,game only,loose,pc,5.76,8.40,7.99,-0.41,1.70,NO_CHANGE,
Outlaw Tennis - Xbox Game,Xbox,complete (cib),cib,pc,8.49,11.99,11.99,0.00,2.85,NO_CHANGE,
Outlaw Volleyball - Xbox Game,Xbox,game only,loose,pc,5.86,7.91,7.99,0.08,1.60,NO_CHANGE,
Outlaw Volleyball - Xbox Game,Xbox,complete (cib),cib,pc,9.55,12.99,12.99,0.00,2.76,NO_CHANGE,
Outlaw Volleyball Red Hot - Xbox Game,Xbox,game only,loose,ebay(61),8.28,7.68,11.99,4.31,3.06,APPLIED,
Outlaw Volleyball Red Hot - Xbox Game,Xbox,complete (cib),cib,ebay(22),9.17,12.99,12.99,0.00,3.14,NO_CHANGE,
OutRun 2019 - Sega Genesis Game,Sega Genesis,game only,loose,ebay(44),23.00,26.09,31.99,5.90,7.76,APPLIED,
OutRun 2019 - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(8),42.75,45.99,57.99,12.00,13.26,APPLIED,
OutRunners - Sega Genesis Game,Sega Genesis,game only,loose,ebay(18),63.48,37.57,85.99,48.42,19.72,APPLIED,
Pac-Man 2 The New Adventures - SNES Game,SNES,game only,loose,ebay(86),9.11,19.99,12.99,-7.00,3.20,APPLIED,
Pac-Man World Rally - Gamecube Game,Gamecube,game only,loose,ebay(15),17.47,23.23,23.99,0.76,5.52,APPLIED,
Pac-Man World Rally - PSP Game,PSP,game only,loose,pc,13.54,19.14,18.99,-0.15,4.60,NO_CHANGE,
Pac-Man World Rally - PSP Game,PSP,complete (cib),cib,pc,23.27,31.99,31.99,0.00,7.49,NO_CHANGE,
Paladin's Quest - SNES Game,SNES,game only,loose,ebay(36),43.09,64.16,58.99,-5.17,13.89,APPLIED,
Paladin's Quest - SNES Game,SNES,complete (cib),cib,ebay(6),151.93,114.99,205.99,91.00,47.79,APPLIED,
Panel Action Bingo - Gameboy Game,Gameboy,game only,loose,ebay(18),15.40,12.51,20.99,8.48,4.68,APPLIED,
Pangya: Fantasy Golf - PSP Game,PSP,game only,loose,ebay(8),38.89,17.49,52.99,35.50,12.26,APPLIED,
Panic - Sega CD Game,Sega CD,game only,loose,ebay(8),68.99,98.14,93.99,-4.15,21.97,APPLIED,
Panic - Sega CD Game,Sega CD,complete (cib),cib,ebay(4),136.13,175.99,183.99,8.00,42.22,APPLIED,
Payout Poker and Casino - PSP Game,PSP,game only,loose,ebay(10),13.52,13.71,18.99,5.28,4.62,APPLIED,
Peace Keepers - SNES Game,SNES,game only,loose,ebay(18),78.65,93.53,106.99,13.46,24.94,APPLIED,
Pete Sampras Tennis - Sega Genesis Game,Sega Genesis,game only,loose,ebay(6),13.41,17.39,18.99,1.60,4.73,APPLIED,
Peter Pan - GBA Game,Gameboy Advance,game only,loose,pc,9.11,12.99,12.99,0.00,3.20,NO_CHANGE,
Peter Pan - GBA Game,Gameboy Advance,complete (cib),cib,pc,19.99,26.99,26.99,0.00,5.92,NO_CHANGE,
Petz Catz 2 - PS2 Game,Playstation 2,game only,loose,ebay(17),10.63,16.34,14.99,-1.35,3.63,APPLIED,
Petz Catz 2 - PS2 Game,Playstation 2,complete (cib),cib,ebay(11),13.80,28.99,18.99,-10.00,4.34,APPLIED,
Petz Dogz 2 - PS2 Game,Playstation 2,game only,loose,ebay(32),7.36,10.87,9.99,-0.88,2.04,APPLIED,
Petz Dogz 2 - PS2 Game,Playstation 2,complete (cib),cib,ebay(8),7.31,18.99,9.99,-9.00,2.09,APPLIED,
Petz: Dogz Family - PSP Game,PSP,game only,loose,pc,5.88,15.98,7.99,-7.99,1.58,APPLIED,
Petz: Dogz Family - PSP Game,PSP,complete (cib),cib,pc,7.64,27.99,10.99,-17.00,2.73,APPLIED,
Petz: Hamsterz Bunch - PSP Game,PSP,game only,loose,pc,4.86,6.19,6.99,0.80,1.63,APPLIED,
Petz: Hamsterz Bunch - PSP Game,PSP,complete (cib),cib,pc,8.03,10.99,10.99,0.00,2.34,NO_CHANGE,
Petz: Saddle Club - PSP Game,PSP,game only,loose,pc,9.19,11.52,12.99,1.47,3.12,APPLIED,
Petz: Saddle Club - PSP Game,PSP,complete (cib),cib,pc,9.99,19.99,13.99,-6.00,3.29,APPLIED,
PGA Tour Golf 3 - Sega Genesis Game,Sega Genesis,game only,loose,pc,5.99,12.59,8.99,-3.60,2.44,APPLIED,
PGA Tour Golf 3 - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,13.19,21.99,17.99,-4.00,3.98,APPLIED,
PGA Tour Golf II - Sega Genesis Game,Sega Genesis,game only,loose,pc,3.49,4.99,4.99,0.00,1.06,NO_CHANGE,
PGA Tour Golf II - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,12.68,17.99,17.99,0.00,4.49,NO_CHANGE,
Phalanx - SNES Game,SNES,game only,loose,ebay(41),33.23,40.05,44.99,4.94,10.16,APPLIED,
Phalanx - SNES Game,SNES,complete (cib),cib,ebay(8),172.50,71.99,232.99,161.00,53.43,APPLIED,
Phantasy Star II - Sega Genesis Game,Sega Genesis,game only,loose,ebay(61),64.39,56.87,86.99,30.12,19.78,APPLIED,
Phantasy Star II - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(22),96.37,101.99,130.99,29.00,30.52,APPLIED,
Phantasy Star III Generations of Doom - Sega Genesis Game,Sega Genesis,game only,loose,ebay(70),44.16,42.80,59.99,17.19,13.79,APPLIED,
Phantasy Star III Generations of Doom - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(15),73.55,76.99,99.99,23.00,23.24,APPLIED,
Phantasy Star IV - Sega Genesis Game,Sega Genesis,game only,loose,ebay(48),77.30,104.39,104.99,0.60,24.35,APPLIED,
Phantasy Star IV - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(12),229.97,186.99,310.99,124.00,71.70,APPLIED,
Phantom 2040 - Sega Genesis Game,Sega Genesis,game only,loose,ebay(49),17.25,18.79,23.99,5.20,5.74,APPLIED,
Phantom 2040 - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(4),62.10,32.99,83.99,51.00,19.15,APPLIED,
Phantom Brave: The Hermuda Triangle - PSP Game,PSP,game only,loose,ebay(20),21.73,22.40,29.99,7.59,7.09,APPLIED,
Phantom Fighter - NES Game,NES,game only,loose,ebay(63),16.55,21.05,22.99,1.94,5.47,APPLIED,
Phantom Fighter - NES Game,NES,complete (cib),cib,ebay(8),61.08,36.99,82.99,46.00,19.20,APPLIED,
Phil of the Future - GBA Game,Gameboy Advance,game only,loose,ebay(52),7.36,5.79,9.99,4.20,2.04,APPLIED,
Philosoma - PS1 Game,Playstation,game only,loose,pc,19.99,26.99,26.99,0.00,5.92,NO_CHANGE,
Philosoma - PS1 Game,Playstation,complete (cib),cib,pc,63.64,85.99,85.99,0.00,19.56,NO_CHANGE,
Phix the Adventure - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
Pilotwings - SNES Game,SNES,game only,loose,ebay(69),12.83,18.15,17.99,-0.16,4.34,NO_CHANGE,
Pinball Hall of Fame The Williams Collection - PSP Game,PSP,game only,loose,pc,9.14,10.82,12.99,2.17,3.17,APPLIED,
Pinball Hall of Fame The Williams Collection - PSP Game,PSP,complete (cib),cib,pc,14.74,18.99,19.99,1.00,4.37,APPLIED,
Pinball Hall of Fame: The Williams Collection - PS2 Game,Playstation 2,game only,loose,pc,5.99,9.31,8.99,-0.32,2.44,NO_CHANGE,
Pinball Hall of Fame: The Williams Collection - PS2 Game,Playstation 2,complete (cib),cib,pc,9.48,15.99,12.99,-3.00,2.83,APPLIED,
Pinocchio - Sega Genesis Game,Sega Genesis,game only,loose,ebay(7),45.99,42.04,62.99,20.95,14.87,APPLIED,
Pinocchio - SNES Game,SNES,game only,loose,ebay(51),23.00,28.96,31.99,3.03,7.76,APPLIED,
Pinocchio - SNES Game,SNES,complete (cib),cib,ebay(4),103.49,51.99,139.99,88.00,32.14,APPLIED,
Pipe Dreams 3D - PS1 Game,Playstation,game only,loose,ebay(8),4.22,6.02,5.99,-0.03,1.30,NO_CHANGE,
